"uid","wave","wvsccode","year","region","censusd","censusr","raceethnic","white","black","hispanic","party","gop","strongleader","armyrule","expertdecision","havedem","demtaxrich","demrelig","demchooseleaders","demaidunemp","demarmycoup","demcivilrights","demeconomy","demcriminals","dempeoplelaws","demwomenrights","demincome","demimp","democraticness","age","female","unemployed","satisfin","ideo","socialclass","incscale","educat","hsedorless","lessthanhs","collegeed","educatr","emancvalues","kid_ind","kid_imag","kid_obed","laut","se_laut","menjob","menleaders","boycollege","lequ","se_lequ","hj","aj","dj","lcho","se_lcho","acsay","apsay","lvoi","se_lvoi","lemanc","sldummy","hddummy","z_sl","z_age","z_ideo","z_lemanc","z_laut","z_lequ","z_lcho","z_lvoi","z_incscale"
448,3,840,1995,9,"Pacific","West","Black",0,1,0,"Independent",0,3,2,1,2,,,,,,,,,,,,,,27,0,0,5,5,2,3,7,0,0,0,"Some college",0.359167,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,4,1,7,-0.361367064118406,0.426547753080151,0,2,-0.508587718237694,0.705259242403882,-0.575221190353911,1,1,0.696962140587202,-0.593504631017682,0.0574151684960099,-0.488596822908251,-0.734658740298445,-0.039452653927551,-0.0705186418566641,-0.488538035319067,-0.500915521935817
449,3,840,1995,9,"Pacific","West","White",1,0,0,"Independent",0,3,3,1,3,,,,,,,,,,,,,,21,0,0,6,5,2,4,4,1,0,0,"HS grad",0.27162,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,5,-0.93819958791454,0.452050157742635,0,1,-0.707339238667621,0.723983984503147,-0.769117201410426,1,0,0.696962140587202,-0.760174240417893,0.0574151684960099,-0.686032979379688,-0.734658740298445,-0.039452653927551,-0.397335595925896,-0.623577845698569,-0.30017082424634
450,3,840,1995,8,"Mountain","West","White",1,0,0,"Republican",1,1,2,2,2,,,,,,,,,,,,,,28,1,0,6,4,1,6,2,1,1,0,"Did not finish HS",0.623611,1,1,0,-0.612234012944615,0.639568281421648,1,3,4,0.817223058456633,0.468053634830389,5,5,5,0.0168440924120447,0.358559113607754,2,2,1.07704355996514,0.675698282198414,0.324719174472302,0,1,-0.439346877008906,-0.565726362784313,-0.203441080370862,0.427774616177213,-0.358323412669074,0.584119665562294,0.143765076680623,0.588803897347104,0.101318571132615
451,3,840,1995,6,"East North Central","Midwest","Black",0,1,0,,,,2,2,1,,,,,,,,,,,,,,25,0,0,3,,1,4,8,0,0,1,"College educated",0.541875,1,0,1,0.471476466386469,0.757386361734995,3,3,4,0.834653398724392,0.474286003267581,5,5,2,-0.205035095706366,0.408058952303877,1,,0.293574617113441,0.580731883945852,0.348667346629484,,1,,-0.649061167484419,,0.452160033079123,0.433438133573981,0.59381713143227,0.018054619241435,0.056483453950931,-0.30017082424634
452,3,840,1995,2,"Middle Atlantic","Northeast","Other",0,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,65,0,0,6,4,3,,8,0,0,1,"College educated",0.401528,1,0,1,0.471476466386469,0.757386361734995,1,2,3,-0.597911156774117,0.469288966577572,5,5,5,0.0168440924120447,0.358559113607754,0,1,-0.707339238667621,0.723983984503147,-0.204232459160806,0,0,-0.439346877008906,0.462069561850322,-0.203441080370862,-0.110834594681533,0.433438133573981,-0.203198054162329,0.143765076680623,-0.623577845698569,
453,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,45,0,0,4,4,3,,8,0,0,1,"College educated",0.62525,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,,5,5,-0.0227089757802067,0.409881819072404,2,1,0.909168065821029,0.679304338542695,0.263585581440756,0,0,-0.439346877008906,-0.0934958028170483,-0.203441080370862,0.365524848512219,0.433438133573981,-0.039452653927551,0.121355429621171,0.474742506281776,
454,3,840,1995,4,"East South Central","South","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,65,1,0,8,4,3,5,2,1,1,0,"Did not finish HS",0.356,0,1,0,-0.882860183803518,0.654531176815778,1,2,3,-0.597911156774117,0.469288966577572,1,,7,-0.139850359504356,0.572152193324027,1,1,0.212692492770619,0.568754066178133,-0.351982301827843,0,0,-0.439346877008906,0.462069561850322,-0.203441080370862,-0.261282047914269,-0.556043559866821,-0.203198054162329,0.0549864427058073,0.00152887191442893,-0.0994261265568622
455,3,840,1995,4,"East South Central","South","White",1,0,0,"Republican",1,2,2,1,4,,,,,,,,,,,,,,34,0,0,6,1,1,8,3,1,1,0,"Did not finish HS",0.776667,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,7,7,7,0.692300362402721,0.338469953712318,2,3,1.27921546321946,0.704466352955178,0.534849765336097,0,0,0.128807631789148,-0.399056753384102,-0.986009826971476,0.641741762747997,0.433438133573981,-0.039452653927551,0.526459449238811,0.726167653963756,0.50280796651157
456,3,840,1995,4,"East South Central","South","White",1,0,0,"Republican",1,1,,1,3,,,,,,,,,,,,,,65,1,0,8,4,1,4,7,0,0,0,"Some college",0.461852,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,5,9,9,1.03552547151409,0.381296746617383,0,0,-0.927567571849531,0.771586888129888,-0.0175009132724079,0,0,-0.439346877008906,0.462069561850322,-0.203441080370862,0.0793062881106833,0.18076307902141,-0.039452653927551,0.720921065206053,-0.773209870091378,-0.30017082424634
457,3,840,1995,4,"East South Central","South","White",1,0,0,"Democrat",0,1,3,1,,,,,,,,,,,,,,,33,1,0,4,9,1,4,4,1,0,0,"HS grad",0.728334,1,1,0,-0.612234012944615,0.639568281421648,2,4,4,1.24614257487763,0.621290673642376,5,8,8,0.799355715619652,0.366115074136428,1,2,0.338874257656122,0.562154073339517,0.443034633802198,0,,-0.439346877008906,-0.426835021617471,1.1008401639635,0.548250274309441,-0.358323412669074,0.822751402382329,0.587113977220192,0.087261859348337,-0.30017082424634
458,3,840,1995,4,"East South Central","South","White",1,0,0,"Republican",1,3,4,1,3,,,,,,,,,,,,,,23,0,0,4,4,2,7,6,1,0,0,"HS grad",0.753,0,1,0,-0.882860183803518,0.654531176815778,2,3,4,0.825436691047461,0.470971794120509,10,10,10,2.03332997440672,0.518648671384036,,3,0.46560520905265,0.96659262890372,0.610377922675827,1,0,0.696962140587202,-0.704617703951156,-0.203441080370862,0.718648910085751,-0.556043559866821,0.588689365321134,1.28624880755642,0.173367986278997,0.302063268822093
459,3,840,1995,4,"East South Central","South","White",1,0,0,"Republican",1,1,2,1,4,,,,,,,,,,,,,,48,0,0,4,4,1,6,8,0,0,1,"College educated",0.480787,0,0,1,0.125631677910071,0.702699549491361,3,2,4,0.651136499523869,0.434760221540592,7,9,9,1.14587310292434,0.353443184474235,0,1,-0.707339238667621,0.723983984503147,0.303825510422665,0,0,-0.439346877008906,-0.0101609981169427,-0.203441080370862,0.40649947646656,0.18076307902141,0.491716493164592,0.783440904671619,-0.623577845698569,0.101318571132615
460,3,840,1995,1,"New England","Northeast","White",1,0,0,,,2,3,1,1,,,,,,,,,,,,,,57,0,0,5,,,2,7,0,0,0,"Some college",0.336019,0,0,0,-1.12733674839528,0.684164779269578,1,3,3,-0.311666814055464,0.463273419997865,1,1,3,-1.25847352079993,0.456107328317005,2,2,1.07704355996514,0.675698282198414,-0.405108380821382,0,1,0.128807631789148,0.239843415983374,,-0.315378100678475,-0.734658740298445,-0.0439444365423388,-0.578793726137655,0.588803897347104,-0.701660219625295
461,3,840,1995,1,"New England","Northeast","White",1,0,0,"Independent",0,2,3,1,3,,,,,,,,,,,,,,35,1,1,4,6,1,2,3,1,1,0,"Did not finish HS",0.522037,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,5,5,6,0.163178073216785,0.345337292490956,2,0,0.799068836988992,0.696095265470042,0.196071339362896,0,0,0.128807631789148,-0.371278485150734,0.318271417362881,0.296777934172399,0.18076307902141,-0.039452653927551,0.226673761455708,0.399936643402104,-0.701660219625295
462,3,840,1995,1,"New England","Northeast","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,66,0,0,9,,,,8,0,0,1,"College educated",0.359167,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,0,2,-0.508587718237694,0.705259242403882,-0.846728889308662,0,0,-0.439346877008906,0.489847830083691,,-0.765061698291405,-0.524151266051314,-0.039452653927551,-0.849078403545326,-0.488538035319067,
463,3,840,1995,1,"New England","Northeast","White",1,0,0,"Republican",1,3,1,3,2,,,,,,,,,,,,,,30,1,1,2,4,0,1,6,1,0,0,"HS grad",0.368703,0,0,1,0.125631677910071,0.702699549491361,2,2,3,-0.58958635123165,0.469927477417546,1,3,3,-0.72177443851993,0.384694380533772,0,2,-0.508587718237694,0.705259242403882,-0.423579207519801,1,1,0.696962140587202,-0.510169826317576,-0.203441080370862,-0.334186166972953,0.18076307902141,-0.198566502719149,-0.274715242198888,-0.488538035319067,-0.902404917314772
464,3,840,1995,1,"New England","Northeast","White",1,0,0,"Democrat",0,1,1,1,3,,,,,,,,,,,,,,42,0,0,2,4,1,6,7,0,0,0,"Some college",0.593796,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,5,2,10,0.101695026101306,0.444027767833295,1,3,0.451837526554453,0.570289024264847,0.0938927499753912,0,0,-0.439346877008906,-0.176830607517154,-0.203441080370862,0.192733772291926,0.18076307902141,-0.039452653927551,0.191839210080312,0.164013666725114,0.101318571132615
465,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,66,1,0,7,6,3,9,8,0,0,1,"College educated",0.597222,1,0,1,0.471476466386469,0.757386361734995,2,4,4,1.24614257487763,0.621290673642376,1,3,5,-0.483266512529623,0.36387987334795,0,3,-0.374409573005362,0.709746375045413,0.21498573893228,0,0,-0.439346877008906,0.489847830083691,0.318271417362881,0.316037672073122,0.433438133573981,0.822751402382329,-0.139583413326717,-0.397371984110741,0.703552664201048
466,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,2,3,1,3,,,,,,,,,,,,,,27,1,0,5,5,1,6,4,1,0,0,"HS grad",0.716065,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,10,9,9,1.37543427555468,0.356331524002848,0,1,-0.707339238667621,0.723983984503147,0.292859625740399,0,0,0.128807631789148,-0.593504631017682,0.0574151684960099,0.395333377111662,0.67852620437566,-0.039452653927551,0.913503756741527,-0.623577845698569,0.101318571132615
467,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,2,3,1,3,,,,,,,,,,,,,,39,0,0,5,4,1,6,2,1,1,0,"Did not finish HS",0.595278,0,1,0,-0.882860183803518,0.654531176815778,2,3,3,-0.303593230664265,0.462428387961549,5,5,5,0.0168440924120447,0.358559113607754,,2,0.156954882920829,0.930371933007214,-0.253163609783727,0,0,0.128807631789148,-0.26016541221726,-0.203441080370862,-0.160659128245035,-0.556043559866821,-0.039452653927551,0.143765076680623,-0.0363415114106433,0.101318571132615
468,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,3,1,3,,,,,,,,,,,,,,37,1,0,0,6,2,5,8,0,0,1,"College educated",0.7775,0,1,1,0.413389421389005,0.748155754372448,2,2,4,0.643394440328728,0.431987986881836,8,5,8,0.516508227876189,0.366679971240708,2,3,1.27921546321946,0.704466352955178,0.713126888203346,0,0,-0.439346877008906,-0.315721948683997,0.318271417362881,0.823273862010403,0.390999595384086,0.487409155863376,0.426860609739958,0.726167653963756,-0.0994261265568622
469,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,2,1,3,,,,,,,,,,,,,,82,0,0,4,8,3,4,8,0,0,1,"College educated",0.656852,0,0,1,0.125631677910071,0.702699549491361,2,3,4,0.825436691047461,0.470971794120509,6,4,4,-0.20967706020839,0.367276571760972,2,3,1.27921546321946,0.704466352955178,0.505151692992151,0,0,-0.439346877008906,0.934300121817588,0.839983915096624,0.611501464217615,0.18076307902141,0.588689365321134,0.0154246137600085,0.726167653963756,-0.30017082424634
470,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,40,0,0,2,3,2,8,8,0,0,1,"College educated",0.4225,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,3,4,5,-0.261458273928272,0.339903270597706,1,0,0.113210749968694,0.585255595090974,-0.0815522691784431,0,0,-0.439346877008906,-0.232387143983891,-0.464297329237733,0.014085485176343,0.18076307902141,-0.039452653927551,-0.0139131538723882,-0.0660630421254475,0.50280796651157
471,3,840,1995,10,"Pacific","West","Other",0,0,0,"Democrat",0,2,2,1,4,,,,,,,,,,,,,,35,1,0,8,2,3,8,8,0,0,1,"College educated",0.61463,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,7,5,5,0.150024149081409,0.367122903886079,0,3,-0.374409573005362,0.709746375045413,-0.0141255470504373,0,0,0.128807631789148,-0.371278485150734,-0.725153578104604,0.0827432816306539,0.433438133573981,-0.039452653927551,0.219221120970581,-0.397371984110741,0.50280796651157
472,3,840,1995,10,"Pacific","West","White",1,0,0,"Independent",0,3,4,1,3,,,,,,,,,,,,,,45,0,0,9,6,3,8,8,0,0,1,"College educated",0.506845,1,0,1,0.471476466386469,0.757386361734995,2,,,-0.00348992677417769,0.999743775401086,1,1,1,-1.7355264725249,0.591394744301695,,3,0.46560520905265,0.96659262890372,-0.200483680964989,1,0,0.696962140587202,-0.0934958028170483,0.318271417362881,-0.107017371447217,0.433438133573981,0.127511473119609,-0.849078403545326,0.173367986278997,0.50280796651157
473,3,840,1995,10,"Pacific","West","Other",0,0,0,"Democrat",0,3,4,1,4,,,,,,,,,,,,,,55,0,0,9,2,2,5,6,1,0,0,"HS grad",0.588333,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,7,1,4,-0.641788962165081,0.437446620107136,1,2,0.338874257656122,0.562154073339517,-0.033757867196689,1,0,0.696962140587202,0.184286879516637,-0.725153578104604,0.0627525153886247,0.433438133573981,-0.039452653927551,-0.229397738983159,0.087261859348337,-0.0994261265568622
474,3,840,1995,10,"Pacific","West","White",1,0,0,"Republican",1,3,4,1,4,,,,,,,,,,,,,,,1,0,7,6,2,,7,0,0,0,"Some college",0.482556,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,,5,7,0.270113852705459,0.397651809362309,0,2,-0.508587718237694,0.705259242403882,-0.345318808001074,1,0,0.696962140587202,,0.318271417362881,-0.254496892290593,-0.524151266051314,-0.039452653927551,0.287260542352722,-0.488538035319067,
475,3,840,1995,10,"Pacific","West","White",1,0,0,"Republican",1,3,4,2,4,,,,,,,,,,,,,,41,1,0,8,7,2,,7,0,0,0,"Some college",0.596111,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,7,4,4,-0.181349239876067,0.374309075186402,0,3,-0.374409573005362,0.709746375045413,-0.0969688942898063,1,0,0.696962140587202,-0.204608875750522,0.579127666229753,-0.00161261604380748,0.433438133573981,-0.039452653927551,0.0314743536316496,-0.397371984110741,
476,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,64,1,0,0,4,1,2,6,1,0,0,"HS grad",0.64676,0,1,1,0.413389421389005,0.748155754372448,3,4,3,-0.0657088076693,0.436647111301737,1,6,6,0.16114972682663,0.38953340167631,2,2,1.07704355996514,0.675698282198414,0.39646847512787,0,0,-0.439346877008906,0.434291293616954,-0.203441080370862,0.500833912620501,0.390999595384086,0.0928956558332052,0.225524557897169,0.588803897347104,-0.701660219625295
477,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,50,1,0,4,3,2,8,7,0,0,0,"Some college",0.842593,1,0,1,0.471476466386469,0.757386361734995,2,4,4,1.24614257487763,0.621290673642376,10,6,6,0.638380506907202,0.367583533427127,2,3,1.27921546321946,0.704466352955178,0.908803752847692,0,0,-0.439346877008906,0.0453955383497944,-0.464297329237733,1.02252338682141,0.433438133573981,0.822751402382329,0.495909987809471,0.726167653963756,0.50280796651157
478,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,1,1,4,,,,,,,,,,,,,,30,0,0,5,6,3,9,8,0,0,1,"College educated",0.615185,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,4,5,5,-0.0714026029879717,0.357050607912157,0,3,-0.374409573005362,0.709746375045413,0.198253484110783,0,0,0.128807631789148,-0.510169826317576,0.318271417362881,0.298999920429567,0.390999595384086,0.588689365321134,0.0937670009696532,-0.397371984110741,0.703552664201048
479,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,3,3,1,4,,,,,,,,,,,,,,74,1,,7,,2,2,3,1,1,0,"Did not finish HS",0.249722,1,1,0,-0.612234012944615,0.639568281421648,1,1,2,-1.63918537907641,0.310104744311153,2,1,6,-0.518624379021695,0.410032596510095,0,0,-0.927567571849531,0.771586888129888,-0.924402835723062,1,0,0.696962140587202,0.712073975950639,,-0.844153812432718,-0.358323412669074,-0.782516706405778,-0.15961617804199,-0.773209870091378,-0.701660219625295
480,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,3,1,4,,,,,,,,,,,,,,70,1,,8,9,1,3,4,1,0,0,"HS grad",0.33812,0,0,0,-1.12733674839528,0.684164779269578,2,4,4,1.24614257487763,0.621290673642376,1,1,1,-1.7355264725249,0.591394744301695,,1,-0.179829750656912,0.933126179784928,-0.449137599174863,0,0,0.128807631789148,0.600960903017165,1.1008401639635,-0.360211202694272,-0.734658740298445,0.822751402382329,-0.849078403545326,-0.265166593899018,-0.500915521935817
481,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,3,2,3,,,,,,,,,,,,,,24,0,,7,,1,4,4,1,0,0,"HS grad",0.393889,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,2,2,5,-0.452605114387032,0.341351643015971,1,2,0.338874257656122,0.562154073339517,-0.386165208947614,0,0,-0.439346877008906,-0.676839435717788,,-0.296089065149815,-0.734658740298445,-0.039452653927551,-0.122211534427587,0.087261859348337,-0.30017082424634
482,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,3,2,3,,,,,,,,,,,,,,64,0,1,7,,1,3,4,1,0,0,"HS grad",0.252831,1,1,0,-0.612234012944615,0.639568281421648,1,,2,-1.51925479049408,0.317922656564153,1,1,5,-0.93819958791454,0.452050157742635,0,0,-0.927567571849531,0.771586888129888,-0.99931399080069,0,0,0.128807631789148,0.434291293616954,,-0.920432692306383,-0.358323412669074,-0.715792662487106,-0.397335595925896,-0.773209870091378,-0.500915521935817
483,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,3,2,3,,,,,,,,,,,,,,62,0,0,4,,1,4,8,0,0,1,"College educated",0.776667,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,1,10,10,1.35812441249929,0.524141496045734,2,3,1.27921546321946,0.704466352955178,0.430378158027468,0,0,-0.439346877008906,0.378734757150217,,0.535362717119272,-0.358323412669074,-0.039452653927551,0.903696479090317,0.726167653963756,-0.30017082424634
484,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Republican",1,3,3,2,4,,,,,,,,,,,,,,70,0,0,6,8,2,7,8,0,0,1,"College educated",0.275833,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,0,2,-0.508587718237694,0.705259242403882,-0.918761042455534,1,0,0.696962140587202,0.600960903017165,0.839983915096624,-0.838409011535177,-0.734658740298445,-0.039452653927551,-0.849078403545326,-0.488538035319067,0.302063268822093
485,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,2,2,1,4,,,,,,,,,,,,,,70,1,0,8,4,2,,6,1,0,0,"HS grad",0.481979,1,0,1,0.471476466386469,0.757386361734995,,3,4,0.826324992557601,0.471321174292122,1,1,5,-0.93819958791454,0.452050157742635,0,2,-0.508587718237694,0.705259242403882,-0.0372464618020411,0,0,0.128807631789148,0.600960903017165,-0.203441080370862,0.0592002261660943,0.433438133573981,0.589183576761903,-0.397335595925896,-0.488538035319067,
486,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Republican",1,3,3,1,3,,,,,,,,,,,,,,47,1,1,9,5,3,5,6,1,0,0,"HS grad",0.460695,1,0,1,0.471476466386469,0.757386361734995,2,,4,0.992883283199638,0.581331593949251,1,1,4,-1.12971854148054,0.444184728122431,0,1,-0.707339238667621,0.723983984503147,-0.0931745076405129,1,0,0.696962140587202,-0.0379392663503112,0.0574151684960099,0.00225104836125689,0.433438133573981,0.681849199695865,-0.50584480521779,-0.623577845698569,-0.0994261265568622
487,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Republican",1,2,3,3,3,,,,,,,,,,,,,,33,1,0,4,6,3,4,4,1,0,0,"HS grad",0.299537,0,0,1,0.125631677910071,0.702699549491361,3,2,2,-1.5372586119108,0.304446815316347,1,1,5,-0.93819958791454,0.452050157742635,0,2,-0.508587718237694,0.705259242403882,-0.714603560038241,0,0,0.128807631789148,-0.426835021617471,0.318271417362881,-0.630524030179854,0.18076307902141,-0.725809187754878,-0.397335595925896,-0.488538035319067,-0.30017082424634
488,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,3,4,2,3,,,,,,,,,,,,,,35,0,0,2,5,2,3,6,1,0,0,"HS grad",0.498574,0,0,0,-1.12733674839528,0.684164779269578,3,,4,1.00698226905575,0.587138374015045,1,6,4,-0.236746435472541,0.45497282740304,2,3,1.27921546321946,0.704466352955178,0.230528637101847,1,0,0.696962140587202,-0.371278485150734,0.0574151684960099,0.331864351839792,-0.734658740298445,0.689693248179174,8.78731855228964e-05,0.726167653963756,-0.500915521935817
489,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Republican",1,2,1,1,3,,,,,,,,,,,,,,37,0,0,3,8,1,3,8,0,0,1,"College educated",0.550926,1,0,1,0.471476466386469,0.757386361734995,2,4,4,1.24614257487763,0.621290673642376,1,1,2,-1.39668894387887,0.472954518256821,0,3,-0.374409573005362,0.709746375045413,-0.0133698689050318,0,0,0.128807631789148,-0.315721948683997,0.839983915096624,0.0835127569166351,0.433438133573981,0.822751402382329,-0.65710266627643,-0.397371984110741,-0.500915521935817
490,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,3,3,3,3,,,,,,,,,,,,,,79,0,1,9,4,3,,7,0,0,0,"Some college",0.359444,1,0,0,-0.839208135807794,0.650680871032117,2,2,3,-0.58958635123165,0.469927477417546,1,1,4,-1.12971854148054,0.444184728122431,0,2,-0.508587718237694,0.705259242403882,-0.766775186689419,1,0,0.696962140587202,0.850965317117482,-0.203441080370862,-0.68364820424999,-0.524151266051314,-0.198566502719149,-0.50584480521779,-0.488538035319067,
491,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,3,3,1,4,,,,,,,,,,,,,,67,1,1,9,4,3,3,4,1,0,0,"HS grad",0.479537,0,1,1,0.413389421389005,0.748155754372448,2,3,3,-0.303593230664265,0.462428387961549,1,1,5,-0.93819958791454,0.452050157742635,0,2,-0.508587718237694,0.705259242403882,-0.334247778856874,1,0,0.696962140587202,0.51762609831706,-0.203441080370862,-0.243223728750488,0.390999595384086,-0.039452653927551,-0.397335595925896,-0.488538035319067,-0.500915521935817
492,3,840,1995,7,"West North Central","Midwest","Black",0,1,0,"Democrat",0,3,3,3,3,,,,,,,,,,,,,,25,1,1,9,9,3,,6,1,0,0,"HS grad",0.485,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,0,3,-0.374409573005362,0.709746375045413,-0.485513202452014,1,0,0.696962140587202,-0.649061167484419,1.1008401639635,-0.39725095024368,0.433438133573981,-0.039452653927551,-0.849078403545326,-0.397371984110741,
493,3,840,1995,,,,"Black",0,1,0,"Democrat",0,3,3,2,2,,,,,,,,,,,,,,65,0,1,7,4,2,5,5,1,0,0,"Did not finish HS",0.373889,1,0,1,0.471476466386469,0.757386361734995,3,3,3,-0.29484427912668,0.461490663622847,1,1,7,-0.678562746903748,0.483704185617996,0,0,-0.927567571849531,0.771586888129888,-0.357374532873373,1,1,0.696962140587202,0.462069561850322,-0.203441080370862,-0.266772730093002,0.433438133573981,-0.0345851265224349,-0.250232722833925,-0.773209870091378,-0.0994261265568622
494,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,,3,2,2,,,,,,,,,,,,,,44,1,1,9,9,2,5,4,1,0,0,"HS grad",0.438287,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,3,3,-0.72177443851993,0.384694380533772,0,1,-0.707339238667621,0.723983984503147,-0.315307610366337,,1,,-0.121274071050417,1.1008401639635,-0.223937751440707,0.433438133573981,-0.039452653927551,-0.274715242198888,-0.623577845698569,-0.0994261265568622
495,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Independent",0,3,3,3,3,,,,,,,,,,,,,,24,0,0,8,4,1,,3,1,1,0,"Did not finish HS",0.331667,0,0,1,0.125631677910071,0.702699549491361,2,2,3,-0.58958635123165,0.469927477417546,1,1,1,-1.7355264725249,0.591394744301695,0,,-0.658309800755973,0.752436943893689,-0.714447736650612,1,0,0.696962140587202,-0.676839435717788,-0.203441080370862,-0.630365361775206,0.18076307902141,-0.198566502719149,-0.849078403545326,-0.590265265325445,
496,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,1,2,1,3,,,,,,,,,,,,,,73,1,1,4,6,2,4,3,1,1,0,"Did not finish HS",0.359583,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,2,1,0.909168065821029,0.679304338542695,-0.564322096440853,0,0,-0.439346877008906,0.684295707717271,0.318271417362881,-0.477498733785684,-0.734658740298445,-0.039452653927551,-0.849078403545326,0.474742506281776,-0.30017082424634
497,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Republican",1,3,3,1,3,,,,,,,,,,,,,,54,1,0,6,2,3,4,4,1,0,0,"HS grad",0.359583,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,2,1,0.909168065821029,0.679304338542695,-0.564322096440853,1,0,0.696962140587202,0.156508611283269,-0.725153578104604,-0.477498733785684,-0.734658740298445,-0.039452653927551,-0.849078403545326,0.474742506281776,-0.30017082424634
498,3,840,1995,7,"West North Central","Midwest","White",1,0,0,"Independent",0,3,3,1,3,,,,,,,,,,,,,,22,0,0,0,4,1,2,4,1,0,0,"HS grad",0.484167,0,1,0,-0.882860183803518,0.654531176815778,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,2,2,1.07704355996514,0.675698282198414,-0.461234081756884,1,0,0.696962140587202,-0.732395972184525,-0.203441080370862,-0.372528542358995,-0.556043559866821,-0.039452653927551,-0.849078403545326,0.588803897347104,-0.701660219625295
