"uid","wave","wvsccode","year","region","censusd","censusr","raceethnic","white","black","hispanic","party","gop","strongleader","armyrule","expertdecision","havedem","demtaxrich","demrelig","demchooseleaders","demaidunemp","demarmycoup","demcivilrights","demeconomy","demcriminals","dempeoplelaws","demwomenrights","demincome","demimp","democraticness","age","female","unemployed","satisfin","ideo","socialclass","incscale","educat","hsedorless","lessthanhs","collegeed","educatr","emancvalues","kid_ind","kid_imag","kid_obed","laut","se_laut","menjob","menleaders","boycollege","lequ","se_lequ","hj","aj","dj","lcho","se_lcho","acsay","apsay","lvoi","se_lvoi","lemanc","sldummy","hddummy","z_sl","z_age","z_ideo","z_lemanc","z_laut","z_lequ","z_lcho","z_lvoi","z_incscale"
6083,6,840,2011,6,"East North Central","Midwest","Black",0,1,0,"Democrat",0,3,2,2,3,5,3,4,4,3,5,,,,7,7,8,8,52,0,0,2,4,1,2,8,0,0,1,"College educated",0.435556,0,0,1,0.125631677910071,0.702699549491361,3,3,3,-0.29484427912668,0.461490663622847,1,4,4,-0.570410221924506,0.377262417216535,1,2,0.338874257656122,0.562154073339517,-0.100187141371248,1,0,0.544496342902633,0.0915108285643963,-0.19493527153955,-0.154105626337617,0.0541753049548313,-0.252873057990814,-0.394513528511568,0.376033730612001,-0.565592374762313
6084,6,840,2011,13,"Pacific","West","Black",0,1,0,"Democrat",0,3,3,2,3,5,5,5,5,5,5,,,,5,5,8,5,22,1,1,0,4,1,2,7,0,0,0,"Some college",0.554444,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,5,5,5,0.0168440924120447,0.358559113607754,0,0,-0.927567571849531,0.771586888129888,-0.101845003340736,1,0,0.544496342902633,-0.795770532668152,-0.19493527153955,-0.15585359818682,0.564060144642847,-0.258041988023366,-0.0771087423988752,-0.577078909622356,-0.565592374762313
6085,6,840,2011,5,"West South Central","South","White",1,0,0,,,3,2,2,1,3,3,8,3,6,7,,,,6,4,5,3,33,1,0,7,5,2,4,7,0,0,0,"Some college",0.379787,1,0,1,0.471476466386469,0.757386361734995,3,1,4,0.631323681173741,0.435031299873782,1,1,1,-1.7355264725249,0.591394744301695,,1,-0.179829750656912,0.933126179784928,-0.2031390189054,1,1,0.544496342902633,-0.470434033549551,0.0493836021233525,-0.262653253983491,0.313003597211331,0.294312209251537,-1.02424661908245,-0.0143382038465748,-0.043136359217066
6086,6,840,2011,2,"Middle Atlantic","Northeast","Black",0,1,0,"Democrat",0,1,3,1,4,10,8,10,10,4,10,,,,10,7,10,4,28,1,1,2,0,1,2,8,0,0,1,"College educated",0.443611,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,2,2,2,-0.70840811248512,0.360951410367182,0,2,-0.508587718237694,0.705259242403882,0.038694605516223,0,0,-0.505913785389603,-0.618314260421642,-1.17221076619116,-0.0076752308069593,0.0541753049548313,0.657550687667361,-0.469099938297043,-0.261758469964374,-0.565592374762313
6087,6,840,2011,2,"Middle Atlantic","Northeast","White",1,0,0,,,3,3,2,3,5,3,6,5,3,7,,,,7,8,7,6,34,0,0,5,4,2,4,7,0,0,0,"Some college",0.59338,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,2,2,4,-0.592397909427537,0.338532074627725,1,1,0.212692492770619,0.568754066178133,0.0309095123544056,1,0,0.544496342902633,-0.440857988175133,-0.19493527153955,-0.0158834676449622,0.564060144642847,-0.258041988023366,-0.40639764256341,0.281070478232381,-0.043136359217066
6088,6,840,2011,6,"East North Central","Midwest","White",1,0,0,"Other",0,3,2,3,3,5,4,4,6,6,5,,,,5,7,4,4,62,0,0,2,5,0,1,6,1,0,0,"HS grad",0.401528,0,1,1,0.413389421389005,0.748155754372448,2,2,3,-0.58958635123165,0.469927477417546,1,1,4,-1.12971854148054,0.444184728122431,0,1,-0.707339238667621,0.723983984503147,-0.503313677497701,1,0,0.544496342902633,0.387271282308579,0.0493836021233525,-0.579143325364615,0.269531579821235,-0.427008340580388,-0.696813798097995,-0.41133706250147,-0.826820382534936
6089,6,840,2011,6,"East North Central","Midwest","White",1,0,0,,,1,3,3,2,5,5,5,5,5,5,,,,5,7,5,5,37,1,0,3,4,2,6,8,0,0,1,"College educated",0.434074,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,9,2,9,0.349436075788547,0.462579665203374,0,0,-0.927567571849531,0.771586888129888,-0.430233215633261,0,1,-0.505913785389603,-0.352129852051878,-0.19493527153955,-0.502090716391862,-0.667905378654248,-0.258041988023366,0.102653729786073,-0.577078909622356,0.479319656328181
6090,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Democrat",0,2,2,1,3,8,5,9,9,1,2,,,,2,4,8,8,43,0,0,1,4,0,1,6,1,0,0,"HS grad",0.55037,0,0,1,0.125631677910071,0.702699549491361,2,3,4,0.825436691047461,0.470971794120509,5,5,6,0.163178073216785,0.345337292490956,0,3,-0.374409573005362,0.709746375045413,0.184959217292239,0,0,0.0192912787565149,-0.174673579805368,-0.19493527153955,0.146539310948868,0.0541753049548313,0.40899527294607,0.00198323656907994,-0.160777214225168,-0.826820382534936
6091,6,840,2011,7,"West North Central","Midwest","White",1,0,0,"Democrat",0,2,2,1,3,5,1,10,10,5,8,,,,10,8,10,8,68,1,0,4,3,2,4,7,0,0,0,"Some college",0.619537,1,0,1,0.471476466386469,0.757386361734995,2,4,4,1.24614257487763,0.621290673642376,5,3,8,0.0782962526991288,0.382100819081077,0,2,-0.508587718237694,0.705259242403882,0.321831893931385,0,0,0.0192912787565149,0.564727554555089,-0.439254145202451,0.290851437105009,0.313003597211331,0.657550687667361,-0.0438944954944131,-0.261758469964374,-0.043136359217066
6092,6,840,2011,3,"South Atlantic","South","White",1,0,0,,,3,4,3,2,4,5,8,6,6,6,,,,9,10,10,8,46,1,0,7,4,2,4,7,0,0,0,"Some college",0.616111,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,5,1,9,-0.112493182227499,0.479013364717154,1,2,0.338874257656122,0.562154073339517,0.0985660777877064,1,1,0.544496342902633,-0.0859454436821133,-0.19493527153955,0.0554504395003101,0.313003597211331,-0.258041988023366,-0.147014180283553,0.376033730612001,-0.043136359217066
6093,6,840,2011,3,"South Atlantic","South","Hispanic",0,0,1,,,1,2,1,4,,,,,,,,,,,10,10,9,20,0,0,8,,2,5,6,1,0,0,"HS grad",0.738796,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,10,8,8,1.1243150336493,0.359419801130619,0,2,-0.508587718237694,0.705259242403882,0.279767695371537,0,0,-0.505913785389603,-0.854922623416989,,0.246500920418396,0.564060144642847,-0.258041988023366,0.52146766419008,-0.261758469964374,0.218091648555557
6094,6,840,2011,13,"Pacific","West","White",1,0,0,"Republican",1,1,1,1,1,2,2,9,2,3,9,,,,4,9,7,7,53,0,0,6,8,3,6,7,0,0,0,"Some college",0.231203,0,0,1,0.125631677910071,0.702699549491361,2,2,1,-2.22848068393401,0.371672074595192,3,1,3,-0.939962739149571,0.408359173332456,0,0,-0.927567571849531,0.771586888129888,-0.99259482925576,0,1,-0.505913785389603,0.121086873938815,0.782340223112058,-1.09501840746363,0.0541753049548313,-1.39527637819511,-0.594252780865542,-0.577078909622356,0.479319656328181
6095,6,840,2011,13,"Pacific","West","Hispanic",0,0,1,,,4,4,1,4,9,1,10,10,1,10,,,,10,9,10,7,26,0,0,2,4,3,2,8,0,0,1,"College educated",0.706806,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,10,8,9,1.2230787010208,0.356852368693704,0,1,-0.707339238667621,0.723983984503147,0.254770732106929,1,0,1.06970140704875,-0.677466351170479,-0.19493527153955,0.220145295579752,0.564060144642847,-0.258041988023366,0.574848388609569,-0.41133706250147,-0.565592374762313
6096,6,840,2011,4,"East South Central","South","White",1,0,0,,,1,3,1,4,2,1,10,9,1,2,,,,10,8,10,6,42,0,0,2,4,1,2,6,1,0,0,"HS grad",0.410926,0,0,1,0.125631677910071,0.702699549491361,3,3,3,-0.29484427912668,0.461490663622847,10,5,7,0.525314108641096,0.385189524897261,0,0,-0.927567571849531,0.771586888129888,-0.142866516106261,0,0,-0.505913785389603,-0.204249625179786,-0.19493527153955,-0.199104755910151,0.0541753049548313,-0.252873057990814,0.197713958441101,-0.577078909622356,-0.565592374762313
6097,6,840,2011,13,"Pacific","West","White",1,0,0,,,3,3,1,1,7,7,8,6,6,6,,,,6,2,10,6,29,0,0,0,4,1,0,7,0,0,0,"Some college",0.542454,1,1,1,0.806936696738806,0.807703825651919,3,3,3,-0.29484427912668,0.461490663622847,1,1,5,-0.93819958791454,0.452050157742635,1,1,0.212692492770619,0.568754066178133,-0.0533536693829486,1,1,0.544496342902633,-0.588738215047224,-0.19493527153955,-0.104726611592956,0.564060144642847,-0.252873057990814,-0.593299816149955,0.281070478232381,-1.08804839030756
6098,6,840,2011,13,"Pacific","West","Hispanic",0,0,1,,,2,3,1,3,1,1,10,1,5,10,,,,10,9,9,7,21,0,0,1,6,2,4,7,0,0,0,"Some college",0.313704,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,1,1,5,-0.93819958791454,0.452050157742635,0,0,-0.927567571849531,0.771586888129888,-0.510932178129566,0,0,0.0192912787565149,-0.82534657804257,0.293702475786254,-0.587175914858024,0.0541753049548313,-0.258041988023366,-0.593299816149955,-0.577078909622356,-0.043136359217066
6099,6,840,2011,5,"West South Central","South","White",1,0,0,"Democrat",0,3,3,3,3,5,5,5,5,5,5,,,,5,5,10,5,48,0,0,7,4,2,4,6,1,0,0,"HS grad",0.511945,1,0,1,0.471476466386469,0.757386361734995,3,3,3,-0.29484427912668,0.461490663622847,5,5,5,0.0168440924120447,0.358559113607754,0,2,-0.508587718237694,0.705259242403882,-0.0787778596414652,1,0,0.544496342902633,-0.0267933529332768,-0.19493527153955,-0.131532684522164,0.313003597211331,-0.252873057990814,-0.0771087423988752,-0.261758469964374,-0.043136359217066
6100,6,840,2011,6,"East North Central","Midwest","White",1,0,0,,,2,3,1,4,6,1,10,2,1,10,,,,10,9,10,10,44,1,0,7,5,3,5,8,0,0,1,"College educated",0.625,1,0,0,-0.839208135807794,0.650680871032117,2,4,4,1.24614257487763,0.621290673642376,9,6,6,0.565192629982425,0.347936502187248,0,3,-0.374409573005362,0.709746375045413,0.149429374011726,0,0,0.0192912787565149,-0.14509753443095,0.0493836021233525,0.109078311780106,-0.667905378654248,0.657550687667361,0.219267880188164,-0.160777214225168,0.218091648555557
6101,6,840,2011,13,"Pacific","West","Hispanic",0,0,1,,,3,3,3,3,5,5,5,5,5,5,,,,5,5,5,5,24,0,0,4,4,4,9,6,1,0,0,"HS grad",0.491111,0,0,1,0.125631677910071,0.702699549491361,3,3,3,-0.29484427912668,0.461490663622847,5,5,5,0.0168440924120447,0.358559113607754,1,2,0.338874257656122,0.562154073339517,0.0466264372128895,1,0,0.544496342902633,-0.736618441919315,-0.19493527153955,0.000687720255044245,0.0541753049548313,-0.252873057990814,-0.0771087423988752,0.376033730612001,1.26300367964605
6102,6,840,2011,8,"Mountain","West","Mixed Race",0,0,0,"Democrat",0,2,1,1,3,4,4,7,4,4,7,,,,6,5,5,5,19,1,0,4,4,1,4,6,1,0,0,"HS grad",0.537824,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,3,4,4,-0.40058930891475,0.347905747502976,1,1,0.212692492770619,0.568754066178133,-0.00500339510548178,0,0,0.0192912787565149,-0.884498668791407,-0.19493527153955,-0.0537483517054149,0.313003597211331,-0.258041988023366,-0.3027271094842,0.281070478232381,-0.043136359217066
6103,6,840,2011,8,"Mountain","West","Other",0,0,0,"Republican",1,1,1,1,4,1,1,10,1,1,10,,,,10,10,10,5,60,0,0,6,8,1,2,6,1,0,0,"HS grad",0.591482,1,1,1,0.806936696738806,0.807703825651919,3,3,3,-0.29484427912668,0.461490663622847,1,1,8,-0.629634830080022,0.50164268586422,0,3,-0.374409573005362,0.709746375045413,-0.122987996368314,0,0,-0.505913785389603,0.328119191559743,0.782340223112058,-0.178145777692877,0.564060144642847,-0.252873057990814,-0.426523806895724,-0.160777214225168,-0.565592374762313
6104,6,840,2011,6,"East North Central","Midwest","Other",0,0,0,,,1,3,1,4,9,1,10,3,10,,,,,10,8,10,4,43,0,0,6,4,2,3,5,1,0,0,"Did not finish HS",0.452593,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,6,6,0.16114972682663,0.38953340167631,0,0,-0.927567571849531,0.771586888129888,-0.149633652325174,0,0,-0.505913785389603,-0.174673579805368,-0.19493527153955,-0.206239706725165,0.313003597211331,-0.258041988023366,0.000886936658781521,-0.577078909622356,-0.304364366989689
6105,6,840,2011,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,2,1,4,10,1,10,10,6,10,,,,10,10,10,7,52,0,0,1,4,1,1,6,1,0,0,"HS grad",0.770417,1,1,1,0.806936696738806,0.807703825651919,2,1,4,0.62357101797796,0.432363567161177,10,10,10,2.03332997440672,0.518648671384036,1,1,0.212692492770619,0.568754066178133,0.919132545473525,0,0,-0.505913785389603,0.0915108285643963,-0.19493527153955,0.920617209902367,0.564060144642847,0.289731892004061,1.01278068786758,0.281070478232381,-0.826820382534936
6106,6,840,2011,8,"Mountain","West","White",1,0,0,"Other",0,3,3,2,4,2,1,,6,4,10,,,,10,1,10,5,26,0,0,4,4,3,4,7,0,0,0,"Some college",0.59338,0,1,0,-0.882860183803518,0.654531176815778,2,3,3,-0.303593230664265,0.462428387961549,10,7,9,1.06676358188123,0.362192246857134,1,1,0.212692492770619,0.568754066178133,0.0232506650460164,1,0,0.544496342902633,-0.677466351170479,-0.19493527153955,-0.0239585967804348,-0.700574325571178,-0.258041988023366,0.490361709252045,0.281070478232381,-0.043136359217066
6107,6,840,2011,13,"Pacific","West","White",1,0,0,,,1,1,1,3,5,1,10,1,1,10,,,,10,10,10,4,49,0,0,4,4,1,3,7,0,0,0,"Some college",0.722222,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,10,7,10,1.22698887381067,0.405261187478175,0,0,-0.927567571849531,0.771586888129888,0.588125143394394,0,0,-0.505913785389603,0.0027826924411415,-0.19493527153955,0.571618540917485,0.564060144642847,0.657550687667361,0.576961795914945,-0.577078909622356,-0.304364366989689
6108,6,840,2011,4,"East South Central","South","Black",0,1,0,"Democrat",0,3,4,3,4,5,5,5,5,6,5,,,,6,9,8,10,57,0,0,5,7,3,7,6,1,0,0,"HS grad",0.488314,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,,4,8,0.148830939770334,0.427250932108013,,1,-0.179829750656912,0.933126179784928,-0.0522400909101929,1,0,0.544496342902633,0.239391055436488,0.538021349449156,-0.10355250671687,0.0541753049548313,-0.258041988023366,-0.00577123830105487,-0.0143382038465748,0.740547664100804
6109,6,840,2011,5,"West South Central","South","Hispanic",0,0,1,"Republican",1,3,3,3,3,4,4,7,5,6,4,,,,6,4,6,7,33,1,0,5,5,2,2,1,1,1,0,"Did not finish HS",0.475324,0,0,1,0.125631677910071,0.702699549491361,3,3,3,-0.29484427912668,0.461490663622847,4,3,4,-0.442576955785239,0.344303102343759,2,1,0.909168065821029,0.679304338542695,0.0743446272047954,1,0,0.544496342902633,-0.470434033549551,0.0493836021233525,0.0299124788347109,0.0541753049548313,-0.252873057990814,-0.325420991417378,0.805231680763042,-0.565592374762313
6110,6,840,2011,8,"Mountain","West","White",1,0,0,"Democrat",0,3,2,1,4,2,5,1,1,6,10,,,,10,10,10,10,81,0,0,9,6,3,6,6,1,0,0,"HS grad",0.498056,1,0,0,-0.839208135807794,0.650680871032117,3,3,3,-0.29484427912668,0.461490663622847,1,1,7,-0.678562746903748,0.483704185617996,2,2,1.07704355996514,0.675698282198414,-0.183892900468269,1,0,0.544496342902633,0.949216144422526,0.293702475786254,-0.242361050016167,-0.667905378654248,-0.252873057990814,-0.452968831811239,0.931573255817304,0.479319656328181
6111,6,840,2011,8,"Mountain","West","Hispanic",0,0,1,,,2,3,2,3,2,2,9,2,2,8,,,,8,6,9,8,56,1,0,7,,1,2,6,1,0,0,"HS grad",0.371019,0,0,1,0.125631677910071,0.702699549491361,3,2,3,-0.580529130134545,0.470595119156625,1,1,3,-1.25847352079993,0.456107328317005,1,2,0.338874257656122,0.562154073339517,-0.34362417884207,0,0,0.0192912787565149,0.209815010062069,,-0.410774212977348,0.0541753049548313,-0.421657283149201,-0.766404511480807,0.376033730612001,-0.565592374762313
6112,6,840,2011,6,"East North Central","Midwest","Black",0,1,0,"Democrat",0,2,3,1,3,2,1,10,10,7,10,,,,10,4,10,8,62,1,0,2,6,1,2,7,0,0,0,"Some college",0.811667,0,1,1,0.413389421389005,0.748155754372448,2,4,4,1.24614257487763,0.621290673642376,10,10,10,2.03332997440672,0.518648671384036,1,2,0.338874257656122,0.562154073339517,1.00793405708237,0,0,0.0192912787565149,0.387271282308579,0.293702475786254,1.01424535586124,0.269531579821235,0.657550687667361,1.01278068786758,0.376033730612001,-0.565592374762313
6113,6,840,2011,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,2,1,4,5,2,10,6,1,10,,,,10,9,10,9,54,0,0,4,3,2,5,7,0,0,0,"Some college",0.753519,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,10,6,7,0.727723635211882,0.362179287262607,0,3,-0.374409573005362,0.709746375045413,0.214164382070265,0,0,-0.505913785389603,0.150662919313233,-0.439254145202451,0.177331865952151,0.564060144642847,-0.258041988023366,0.307114180661611,-0.160777214225168,0.218091648555557
6114,6,840,2011,3,"South Atlantic","South","Black",0,1,0,"Democrat",0,1,1,1,4,10,10,10,10,10,10,,,,5,8,10,7,53,0,0,0,0,1,2,5,1,0,0,"Did not finish HS",0.429722,1,0,0,-0.839208135807794,0.650680871032117,3,1,4,0.631323681173741,0.435031299873782,5,3,10,0.18627212708524,0.427016138610376,0,2,-0.508587718237694,0.705259242403882,-0.132550011446627,0,0,-0.505913785389603,0.121086873938815,-1.17221076619116,-0.188227517600151,-0.667905378654248,0.294312209251537,0.0144653300158915,-0.261758469964374,-0.565592374762313
6115,6,840,2011,5,"West South Central","South","Hispanic",0,0,1,,,2,3,3,2,9,7,10,9,6,6,,,,10,5,10,10,55,1,1,1,4,2,2,5,1,0,0,"Did not finish HS",0.487148,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,1,1,8,-0.629634830080022,0.50164268586422,,0,-0.488181869418581,0.969586708854605,0.0302523532344657,0,1,0.0192912787565149,0.180238964687651,-0.19493527153955,-0.0165763453773927,0.269531579821235,0.40899527294607,-0.426523806895724,-0.246401213127872,-0.565592374762313
6116,6,840,2011,13,"Pacific","West","Hispanic",0,0,1,"Democrat",0,2,2,2,3,5,5,5,5,5,5,,,,5,5,10,10,36,0,0,6,5,1,1,,,,,,0.221389,0,0,1,0.125631677910071,0.702699549491361,1,2,3,-0.597911156774117,0.469288966577572,1,4,4,-0.570410221924506,0.377262417216535,0,0,-0.927567571849531,0.771586888129888,-0.492564318159521,0,0,0.0192912787565149,-0.381705897426296,0.0493836021233525,-0.567809705397505,0.0541753049548313,-0.431926682761019,-0.394513528511568,-0.577078909622356,-0.826820382534936
6117,6,840,2011,5,"West South Central","South","White",1,0,0,"Democrat",0,2,2,1,3,8,1,10,8,1,9,,,,6,8,8,6,31,1,0,2,3,1,3,8,0,0,1,"College educated",0.452592,0,0,1,0.125631677910071,0.702699549491361,2,2,4,0.643394440328728,0.431987986881836,3,5,5,-0.102533659560628,0.359471440713859,0,2,-0.508587718237694,0.705259242403882,0.0394761851101194,0,0,0.0192912787565149,-0.529586124298387,-0.439254145202451,-0.00685116996643951,0.0541753049548313,0.301443682005029,-0.141631162935381,-0.261758469964374,-0.304364366989689
6118,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Republican",1,1,3,2,1,2,5,10,3,2,1,,,,10,6,7,10,62,1,0,7,5,1,7,6,1,0,0,"HS grad",0.633148,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,9,9,0.90775174713819,0.436014686250635,0,3,-0.374409573005362,0.709746375045413,0.175306352463758,0,1,-0.505913785389603,0.387271282308579,0.0493836021233525,0.136361783329031,0.313003597211331,-0.258041988023366,0.404417483447555,-0.160777214225168,0.740547664100804
6119,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Democrat",0,3,3,2,4,5,5,5,5,5,5,,,,5,5,7,1,44,0,0,2,4,1,3,7,0,0,0,"Some college",0.354954,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,1,1,5,-0.93819958791454,0.452050157742635,0,1,-0.707339238667621,0.723983984503147,-0.697085048263555,1,0,0.544496342902633,-0.14509753443095,-0.19493527153955,-0.783446764078932,-0.667905378654248,-0.258041988023366,-0.593299816149955,-0.41133706250147,-0.304364366989689
6120,6,840,2011,13,"Pacific","West","White",1,0,0,,,2,3,1,3,,,,,,,,,,,6,7,5,23,1,0,4,5,2,1,7,0,0,0,"Some college",0.63952,0,1,1,0.413389421389005,0.748155754372448,2,4,4,1.24614257487763,0.621290673642376,,,,,,1,1,0.212692492770619,0.568754066178133,0.573356367138442,0,0,0.0192912787565149,-0.766194487293734,0.0493836021233525,0.55604703640282,0.269531579821235,0.657550687667361,,0.281070478232381,-0.826820382534936
6121,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Republican",1,1,1,1,3,1,1,10,1,1,10,,,,10,10,10,1,56,1,0,9,9,2,3,2,1,1,0,"Did not finish HS",0.285093,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,2,-1.39668894387887,0.472954518256821,0,2,-0.508587718237694,0.705259242403882,-0.834051660294027,0,0,-0.505913785389603,0.209815010062069,1.02665909677496,-0.927857931302849,-0.883539209873142,-0.258041988023366,-0.841108495306638,-0.261758469964374,-0.304364366989689
6122,6,840,2011,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,2,1,4,3,1,10,5,1,5,,,,10,9,10,7,58,0,0,7,4,3,6,8,0,0,1,"College educated",0.345694,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,5,5,5,0.0168440924120447,0.358559113607754,0,1,-0.707339238667621,0.723983984503147,-0.53035628132878,0,0,-0.505913785389603,0.268967100810906,-0.19493527153955,-0.60765577760481,-0.883539209873142,-0.258041988023366,-0.0771087423988752,-0.41133706250147,0.479319656328181
6123,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Republican",1,3,3,3,2,3,3,3,3,2,3,,,,1,10,8,8,85,1,0,8,4,3,6,7,0,0,0,"Some college",0.249166,1,0,0,-0.839208135807794,0.650680871032117,2,3,2,-1.42519158266288,0.312855868339357,1,1,1,-1.7355264725249,0.591394744301695,0,0,-0.927567571849531,0.771586888129888,-1.23187344071128,1,1,0.544496342902633,1.0675203259202,-0.19493527153955,-1.34730254488773,-0.667905378654248,-0.920688635590263,-1.02424661908245,-0.577078909622356,0.479319656328181
6124,6,840,2011,6,"East North Central","Midwest","White",1,0,0,,,1,3,2,2,8,1,4,5,1,3,,,,10,9,7,6,54,1,0,7,5,3,5,8,0,0,1,"College educated",0.544352,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,7,6,0.274756096949246,0.408982670681264,0,2,-0.508587718237694,0.705259242403882,-0.0164870963915612,0,1,-0.505913785389603,0.150662919313233,0.0493836021233525,-0.0658562273561944,0.313003597211331,-0.258041988023366,0.0622899859502051,-0.261758469964374,0.218091648555557
6125,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Republican",1,2,2,2,2,5,5,5,5,5,5,,,,5,5,5,5,53,0,0,6,4,1,4,5,1,0,0,"Did not finish HS",0.235278,0,0,0,-1.12733674839528,0.684164779269578,3,2,3,-0.580529130134545,0.470595119156625,5,5,5,0.0168440924120447,0.358559113607754,0,0,-0.927567571849531,0.771586888129888,-0.654647339491828,0,1,0.0192912787565149,0.121086873938815,-0.19493527153955,-0.738702435755543,-0.883539209873142,-0.421657283149201,-0.0771087423988752,-0.577078909622356,-0.043136359217066
6126,6,840,2011,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,3,1,4,2,2,10,2,1,9,,,,10,6,9,8,53,0,0,6,6,3,6,8,0,0,1,"College educated",0.484583,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,4,2,6,-0.240110339328065,0.352152363689884,0,1,-0.707339238667621,0.723983984503147,-0.194891585568371,0,0,0.0192912787565149,0.121086873938815,0.293702475786254,-0.25395754736459,0.313003597211331,-0.258041988023366,-0.215989912713168,-0.41133706250147,0.479319656328181
6127,6,840,2011,6,"East North Central","Midwest","Black",0,1,0,"Democrat",0,3,1,1,4,4,2,10,6,1,10,,,,10,10,10,10,68,1,0,9,5,4,8,8,0,0,1,"College educated",0.536482,1,0,1,0.471476466386469,0.757386361734995,2,4,3,-0.0735633452317084,0.438387345927779,5,7,7,0.566990504812883,0.351377188255173,0,0,-0.927567571849531,0.771586888129888,0.00933401352952817,1,0,0.544496342902633,0.564727554555089,0.0493836021233525,-0.0386316609641166,0.313003597211331,-0.122139031184616,0.220239612642209,-0.577078909622356,1.00177567187343
6128,6,840,2011,3,"South Atlantic","South","White",1,0,0,"Democrat",0,2,1,1,4,4,1,10,6,1,10,,,,10,9,10,7,49,1,0,5,3,2,4,8,0,0,1,"College educated",0.802407,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,10,5,5,0.269288900962178,0.399638195871494,1,,0.293574617113441,0.580731883945852,0.653985697423015,0,0,0.0192912787565149,0.0027826924411415,-0.439254145202451,0.641058817933105,0.564060144642847,0.657550687667361,0.0593350239677253,0.34194163179357,-0.043136359217066
6129,6,840,2011,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,4,1,,3,1,10,8,1,10,,,,10,10,10,9,61,1,0,5,,1,3,7,0,0,0,"Some college",0.449733,0,1,1,0.413389421389005,0.748155754372448,2,3,3,-0.303593230664265,0.462428387961549,,,,,,0,0,-0.927567571849531,0.771586888129888,-0.199125735890246,0,,0.0192912787565149,0.357695236934161,,-0.258421836734962,0.269531579821235,-0.258041988023366,,-0.577078909622356,-0.304364366989689
6130,6,840,2011,3,"South Atlantic","South","White",1,0,0,,,2,3,1,4,4,7,10,4,6,10,,,,10,4,10,9,50,1,0,7,5,3,5,8,0,0,1,"College educated",0.443333,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,7,7,7,0.692300362402721,0.338469953712318,0,0,-0.927567571849531,0.771586888129888,-0.103307190550251,0,0,0.0192912787565149,0.0323587378155598,0.0493836021233525,-0.157395259753063,0.0541753049548313,-0.258041988023366,0.287968273931056,-0.577078909622356,0.218091648555557
6131,6,840,2011,5,"West South Central","South","White",1,0,0,,,2,3,1,1,5,6,3,3,1,8,,,,3,6,5,5,66,1,0,6,5,0,2,5,1,0,0,"Did not finish HS",0.46838,0,0,1,0.125631677910071,0.702699549491361,3,3,3,-0.29484427912668,0.461490663622847,6,5,6,0.254439218561331,0.346093694234067,1,1,0.212692492770619,0.568754066178133,0.0744797775288356,0,1,0.0192912787565149,0.505575463806252,0.0493836021233525,0.0300549749931249,0.0541753049548313,-0.252873057990814,0.051308926668454,0.281070478232381,-0.565592374762313
